host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews,review_scores_rating,Prices per Person,,,number_of_reviews
,,,"Athina, Greece",37.99617,23.73555,Entire apartment,Entire home/apt,4,29,,,7.25,,,0
100,100,f,"Athina, Greece",37.9718,23.716,Entire house,Entire home/apt,5,130,,98,26,,,8
100,60,f,,37.96809,23.71457,Entire apartment,Entire home/apt,8,90,,,11.25,,,0
100,100,f,"Athina, Greece",37.99268,23.73136,Entire apartment,Entire home/apt,13,92,,75,7.076923077,,,4
98,98,f,,37.98759,23.7208,Room in aparthotel,Private room,8,242,10,88,30.25,,,10
,,f,"Athina, Greece",37.96799,23.72573,Entire apartment,Entire home/apt,4,65,39,96,16.25,,,39
98,98,f,,37.98658,23.7197,Room in aparthotel,Private room,6,168,,100,28,,,2
100,100,t,"Athina, Greece",37.96862,23.72977,Entire apartment,Entire home/apt,5,80,90,99,16,,,90
98,98,f,,37.98647,23.7212,Room in aparthotel,Private room,6,155,14,99,25.83333333,,,14
100,94,t,,37.97579,23.71622,Entire apartment,Entire home/apt,6,83,,100,13.83333333,,,6
,,f,,37.99291,23.75294,Entire apartment,Entire home/apt,3,56,,100,18.66666667,,,1
100,96,f,"Athina, Greece",37.97607,23.72533,Entire apartment,Entire home/apt,4,69,,95,17.25,,,8
98,98,f,,37.98759,23.7208,Room in aparthotel,Private room,6,168,,,28,,,0
98,98,f,,37.9865,23.72111,Room in aparthotel,Private room,6,168,,,28,,,0
,,,"Athina, Greece",37.97699,23.72684,Room in boutique hotel,Private room,2,100,,,50,,,0
80,100,f,,37.99692,23.72785,Entire apartment,Entire home/apt,3,40,,,13.33333333,,,0
,,,"Athina, Greece",37.97103,23.74838,Entire apartment,Entire home/apt,6,39,16,99,6.5,,,16
67,0,f,"Athina, Greece",37.96788,23.74559,Entire apartment,Entire home/apt,3,40,,100,13.33333333,,,4
,,f,,37.98758,23.71394,Entire apartment,Entire home/apt,2,45,,,22.5,,,0
100,99,f,"Athina, Greece",37.97629,23.71716,Entire apartment,Entire home/apt,2,26,12,83,13,,,12
,,f,,37.96402,23.72639,Entire apartment,Entire home/apt,7,190,47,98,27.14285714,,,47
98,98,f,,37.98868,23.72133,Room in aparthotel,Private room,6,168,,,28,,,0
99,100,f,"Athens, Greece",37.97522,23.73389,Entire apartment,Entire home/apt,4,42,216,96,10.5,,,216
100,,t,"Athina, Greece",37.96767,23.74707,Entire apartment,Entire home/apt,3,30,,100,10,,,8
,,f,"Athina, Greece",38.00596,23.73779,Private room in apartment,Private room,2,13,,100,6.5,,,2
100,96,t,"Athina, Greece",37.96057,23.73706,Entire apartment,Entire home/apt,3,30,219,98,10,,,219
98,98,f,,37.98697,23.72194,Room in aparthotel,Private room,8,228,,90,28.5,,,4
98,98,f,,37.98869,23.71998,Room in aparthotel,Private room,4,108,,,27,,,0
98,98,f,,37.98652,23.72029,Room in aparthotel,Private room,6,168,,100,28,,,2
,100,f,"Athens, Greece",37.96799,23.73062,Entire apartment,Entire home/apt,6,50,,100,8.333333333,,,7
,67,t,"Athina, Greece",37.97991,23.74796,Entire apartment,Entire home/apt,2,70,51,97,35,,,51
90,100,f,,37.97702,23.7355,Entire apartment,Entire home/apt,2,35,125,86,17.5,,,125
100,100,f,"Athina, Greece",37.96554,23.72613,Entire apartment,Entire home/apt,3,38,,90,12.66666667,,,6
0,,f,"Athina, Greece",37.98272,23.76445,Entire apartment,Entire home/apt,4,28,,100,7,,,2
99,99,t,"Athina, Greece",37.98748,23.72941,Entire apartment,Entire home/apt,5,59,150,98,11.8,,,150
,,f,,37.99616,23.72793,Entire apartment,Entire home/apt,5,29,,95,5.8,,,8
100,99,f,"Athens, Attica, Greece",37.96855,23.726,Entire apartment,Entire home/apt,6,38,108,97,6.333333333,,,108
95,98,t,"Athina, Greece",37.98006,23.72356,Entire apartment,Entire home/apt,3,28,,84,9.333333333,,,5
,,f,,37.99978,23.71856,Entire apartment,Entire home/apt,2,40,14,100,20,,,14
100,,f,"Athina, Greece",37.97456,23.72922,Entire apartment,Entire home/apt,5,80,14,100,16,,,14
100,100,t,"Athina, Greece",37.97012,23.74618,Entire apartment,Entire home/apt,6,64,57,99,10.66666667,,,57
,,f,"Athina, Greece",38.0146,23.73486,Entire apartment,Entire home/apt,4,31,,100,7.75,,,3
,,f,,37.96198,23.71917,Entire apartment,Entire home/apt,2,50,,,25,,,0
100,99,f,,37.97305,23.7483,Entire apartment,Entire home/apt,8,85,63,94,10.625,,,63
100,100,f,"Athina, Greece",37.97812,23.75626,Entire apartment,Entire home/apt,2,30,71,98,15,,,71
100,,f,"Athina, Greece",37.98786,23.74556,Entire apartment,Entire home/apt,4,32,,94,8,,,7
,,f,"Athina, Greece",37.96635,23.74079,Entire apartment,Entire home/apt,2,40,41,100,20,,,41
100,100,f,"Athina, Greece",37.99756,23.74182,Entire apartment,Entire home/apt,5,28,33,92,5.6,,,33
100,87,t,,38.01622,23.73076,Entire apartment,Entire home/apt,2,26,30,99,13,,,30
100,100,f,,37.99156,23.72223,Entire apartment,Entire home/apt,5,30,106,97,6,,,106
,0,f,"Athina, Greece",37.96843,23.7263,Entire apartment,Entire home/apt,3,26,26,87,8.666666667,,,26
,,f,,38.01404,23.72346,Entire apartment,Entire home/apt,2,50,,,25,,,0
100,,f,"Athina, Greece",38.02314,23.74193,Entire apartment,Entire home/apt,4,45,24,97,11.25,,,24
,,f,,37.96701,23.73471,Entire apartment,Entire home/apt,5,295,,,59,,,0
,,f,,37.96563,23.7342,Entire apartment,Entire home/apt,4,245,,,61.25,,,0
,,f,,37.96583,23.73461,Entire apartment,Entire home/apt,6,495,,,82.5,,,0
,,f,,37.96585,23.73502,Entire apartment,Entire home/apt,4,295,,,73.75,,,0
0,,f,,37.97395,23.74352,Entire apartment,Entire home/apt,4,150,,,37.5,,,0
,,f,,37.98721,23.73626,Entire apartment,Entire home/apt,2,35,,87,17.5,,,3
100,98,f,"Athina, Greece",37.96719,23.72796,Private room in apartment,Private room,2,42,20,93,21,,,20
100,98,f,"Athina, Greece",37.96719,23.72796,Private room in apartment,Private room,2,38,16,93,19,,,16
,,f,"Αθήνα, Greece",37.98596,23.74461,Entire apartment,Entire home/apt,2,75,19,99,37.5,,,19
,,f,"Athina, Greece",37.97589,23.71501,Entire apartment,Entire home/apt,3,42,,100,14,,,1
,,f,,37.96945,23.74282,Entire apartment,Entire home/apt,5,80,,100,16,,,2
,,f,,37.95877,23.73667,Entire apartment,Entire home/apt,4,80,,,20,,,0
0,100,f,"Athina, Greece",37.98799,23.72038,Room in aparthotel,Hotel room,4,118,,80,29.5,,,2
0,100,f,"Athina, Greece",37.98796,23.72163,Room in aparthotel,Hotel room,6,160,,100,26.66666667,,,4
90,100,t,"Athina, Greece",37.97219,23.72968,Entire house,Entire home/apt,9,216,16,94,24,,,16
90,100,t,,37.97931,23.74462,Entire apartment,Entire home/apt,6,332,15,97,55.33333333,,,15
,,f,"Athina, Greece",37.96506,23.74422,Private room in apartment,Private room,4,20,,100,5,,,3
100,86,f,"Kallithea, Greece",37.96041,23.7103,Private room in apartment,Private room,1,15,66,91,15,,,66
100,100,t,"Athens, Greece",37.97838,23.72658,Entire apartment,Entire home/apt,2,50,72,100,25,,,72
90,100,t,"Athens, Greece",37.97814,23.72875,Entire apartment,Entire home/apt,5,78,95,97,15.6,,,95
100,94,t,,37.97371,23.72954,Entire apartment,Entire home/apt,4,57,,100,14.25,,,2
100,75,t,"Athina, Greece",37.96765,23.72515,Entire house,Entire home/apt,4,69,44,99,17.25,,,44
100,94,t,,37.97347,23.72965,Entire apartment,Entire home/apt,2,50,,96,25,,,5
99,99,t,"Athina, Greece",37.989,23.73452,Entire apartment,Entire home/apt,5,47,134,98,9.4,,,134
100,100,t,"Athens, Attica, Greece",37.99799,23.71997,Entire apartment,Entire home/apt,2,20,172,98,10,,,172
100,96,f,"Athina, Greece",37.97751,23.74622,Entire apartment,Entire home/apt,3,40,,100,13.33333333,,,9
100,98,f,"Athina, Greece",37.98597,23.73771,Entire apartment,Entire home/apt,3,29,46,91,9.666666667,,,46
95,98,t,"Athina, Greece",37.96785,23.73122,Entire apartment,Entire home/apt,5,201,82,97,40.2,,,82
,100,f,,38.00134,23.73833,Entire condominium,Entire home/apt,1,20,,,20,,,0
,,,"Athina, Greece",37.98212,23.75161,Entire apartment,Entire home/apt,4,55,18,98,13.75,,,18
,100,t,"Athina, Greece",37.97738,23.74604,Entire apartment,Entire home/apt,4,120,49,100,30,,,49
99,99,t,"Athina, Greece",37.9882,23.72973,Entire apartment,Entire home/apt,8,79,90,98,9.875,,,90
,,f,"Athina, Greece",37.97719,23.7264,Private room in apartment,Private room,3,21,103,92,7,,,103
100,100,f,,37.99616,23.76018,Entire apartment,Entire home/apt,3,50,,80,16.66666667,,,1
100,0,f,"Athina, Greece",38.0166,23.73148,Entire apartment,Entire home/apt,2,25,,90,12.5,,,4
96,100,t,"Athens, Greece",37.97063,23.74421,Entire apartment,Entire home/apt,4,30,23,99,7.5,,,23
100,100,f,,37.96204,23.71864,Entire apartment,Entire home/apt,3,28,,100,9.333333333,,,5
0,100,f,"Athina, Greece",37.98776,23.72002,Room in aparthotel,Hotel room,6,194,,,32.33333333,,,0
0,100,f,"Athina, Greece",37.98648,23.72031,Room in aparthotel,Hotel room,8,227,,98,28.375,,,8
90,98,f,"Athens, Attica, Greece",37.97558,23.73161,Entire loft,Entire home/apt,2,70,83,95,35,,,83
100,100,f,"Athina, Greece",37.97485,23.73337,Entire apartment,Entire home/apt,4,75,185,92,18.75,,,185
,,f,"Athina, Greece",37.97833,23.72796,Private room in apartment,Private room,2,23,83,93,11.5,,,83
100,100,t,"Athina, Greece",37.9876,23.7574,Entire apartment,Entire home/apt,3,29,169,100,9.666666667,,,169
,,f,,37.96759,23.73431,Entire apartment,Entire home/apt,5,295,,,59,,,0
100,98,f,"Athina, Greece",37.97439,23.73147,Entire apartment,Entire home/apt,2,20,246,93,10,,,246
100,100,t,"Athina, Greece",37.97704,23.71621,Entire apartment,Entire home/apt,2,25,19,99,12.5,,,19
100,,t,"Athina, Greece",37.98857,23.73535,Entire apartment,Entire home/apt,4,38,38,97,9.5,,,38
100,,f,"Athina, Greece",38.00241,23.74069,Entire apartment,Entire home/apt,4,60,11,96,15,,,11
,,,"Athina, Greece",37.97497,23.75174,Entire apartment,Entire home/apt,2,42,20,97,21,,,20
100,97,f,,37.96337,23.72241,Private room in apartment,Private room,2,13,149,91,6.5,,,149
100,95,t,"Athina, Greece",37.97335,23.733,Entire apartment,Entire home/apt,2,55,147,97,27.5,,,147
100,80,f,"Athina, Greece",37.95329,23.72446,Entire apartment,Entire home/apt,3,28,77,95,9.333333333,,,77
100,95,t,"Athina, Greece",37.97131,23.73436,Entire apartment,Entire home/apt,4,61,66,99,15.25,,,66
,,f,,37.98886,23.73327,Entire apartment,Entire home/apt,6,100,,100,16.66666667,,,4
100,99,t,,37.96785,23.73122,Entire apartment,Entire home/apt,6,287,64,96,47.83333333,,,64
90,100,t,"Athina, Greece",38.01808,23.7312,Entire apartment,Entire home/apt,3,30,79,96,10,,,79
100,100,t,"Athina, Greece",37.96453,23.72946,Entire apartment,Entire home/apt,4,34,97,99,8.5,,,97
100,99,t,"Athina, Greece",37.9666,23.72685,Room in serviced apartment,Hotel room,8,89,34,94,11.125,,,34
100,100,f,,37.96369,23.72018,Entire apartment,Entire home/apt,3,28,35,97,9.333333333,,,35
,,f,,37.97036,23.74887,Entire apartment,Entire home/apt,2,45,,,22.5,,,0
70,89,f,"Athens, Greece",37.98515,23.76229,Entire apartment,Entire home/apt,4,47,,80,11.75,,,3
70,89,f,"Athens, Ampelokipi, Greece",37.98336,23.76243,Entire apartment,Entire home/apt,3,54,,100,18,,,2
70,89,f,"Athens, Greece",37.98457,23.76346,Entire apartment,Entire home/apt,3,54,,100,18,,,1
100,100,f,"Athens, Greece",37.96453,23.72421,Entire apartment,Entire home/apt,3,28,23,94,9.333333333,,,23
100,100,t,"Athina, Greece",37.97365,23.7281,Entire house,Entire home/apt,3,136,182,99,45.33333333,,,182
100,95,t,"Athina, Greece",37.97908,23.72098,Entire apartment,Entire home/apt,4,61,108,99,15.25,,,108
100,100,f,"Athina, Greece",37.97726,23.74577,Entire apartment,Entire home/apt,4,50,41,98,12.5,,,41
,,f,,37.97507,23.7294,Room in hotel,Private room,1,27,,,27,,,0
,,f,,37.97396,23.73154,Room in hotel,Private room,2,36,,,18,,,0
,,f,"Athina, Greece",37.96811,23.72622,Entire house,Entire home/apt,4,45,,100,11.25,,,8
,,f,,37.97348,23.73127,Room in hotel,Private room,2,36,,100,18,,,1
,,f,,37.97558,23.73127,Room in hotel,Private room,4,53,,,13.25,,,0
,,f,,37.97414,23.73132,Room in hotel,Private room,4,66,,,16.5,,,0
100,100,t,"Athina, Greece",37.97299,23.74789,Entire apartment,Entire home/apt,4,32,37,96,8,,,37
100,100,t,"Athina, Greece",37.99146,23.72672,Entire apartment,Entire home/apt,15,190,138,99,12.66666667,,,138
99,99,t,"Athina, Greece",37.99009,23.72808,Entire apartment,Entire home/apt,3,39,150,98,13,,,150
100,100,t,"Athina, Greece",37.9635,23.72451,Entire apartment,Entire home/apt,6,60,43,100,10,,,43
,,,"Athina, Greece",37.97702,23.73259,Entire apartment,Entire home/apt,4,29,147,97,7.25,,,147
96,99,f,"Athina, Greece",37.97817,23.70866,Entire apartment,Entire home/apt,4,85,70,96,21.25,,,70
99,100,f,"Athina, Greece",37.96487,23.72272,Entire apartment,Entire home/apt,5,30,154,96,6,,,154
100,100,f,"Athina, Greece",37.96523,23.74647,Entire apartment,Entire home/apt,5,30,15,97,6,,,15
96,99,f,"Athina, Greece",37.97817,23.70866,Entire apartment,Entire home/apt,3,39,77,92,13,,,77
100,100,t,"Athina, Greece",37.966,23.73464,Entire apartment,Entire home/apt,4,32,172,99,8,,,172
,,f,"Athina, Greece",37.97483,23.71474,Entire apartment,Entire home/apt,2,44,,,22,,,0
100,100,t,"Athina, Greece",37.98083,23.76127,Entire apartment,Entire home/apt,4,32,,98,8,,,9
0,,f,"Athina, Greece",37.96765,23.70377,Entire apartment,Entire home/apt,4,40,,20,10,,,1
90,100,f,,37.99187,23.72769,Entire apartment,Entire home/apt,4,29,96,92,7.25,,,96
100,98,f,"Athina, Greece",37.96835,23.72828,Entire apartment,Entire home/apt,5,155,,,31,,,0
100,98,t,"Athina, Greece",37.98614,23.74301,Entire apartment,Entire home/apt,4,60,28,99,15,,,28
,,f,,37.96639,23.73543,Entire apartment,Entire home/apt,7,80,,100,11.42857143,,,3
,50,f,"Athina, Greece",37.964,23.74334,Entire apartment,Entire home/apt,3,20,10,94,6.666666667,,,10
100,100,t,,37.99711,23.74435,Entire apartment,Entire home/apt,3,150,23,99,50,,,23
,,f,"Athina, Greece",37.97335,23.74095,Entire apartment,Entire home/apt,3,150,,,50,,,0
,94,t,"Athina, Greece",38.01276,23.7255,Entire apartment,Entire home/apt,4,25,114,98,6.25,,,114
100,100,t,"Athina, Greece",37.96955,23.70643,Entire apartment,Entire home/apt,4,40,166,98,10,,,166
100,88,t,"Athina, Athens, Greece",37.96752,23.73072,Entire apartment,Entire home/apt,8,126,118,98,15.75,,,118
100,0,t,"Athina, Greece",38.00075,23.72668,Entire apartment,Entire home/apt,6,26,60,99,4.333333333,,,60
,,f,,37.98484,23.72414,Entire house,Entire home/apt,4,50,,,12.5,,,0
99,99,t,"Athina, Greece",37.97702,23.71574,Entire apartment,Entire home/apt,3,44,150,97,14.66666667,,,150
100,100,f,,37.98405,23.73331,Entire apartment,Entire home/apt,7,45,,96,6.428571429,,,9
100,100,t,"Athens, Greece",37.96751,23.72436,Entire apartment,Entire home/apt,4,40,143,100,10,,,143
100,96,f,"Athina, Greece",37.97424,23.71319,Entire apartment,Entire home/apt,4,45,145,99,11.25,,,145
100,96,f,"AGIOS NIKOLAOS, ATHINA, ATTICA, Greece",38.00576,23.72704,Entire apartment,Entire home/apt,2,26,57,91,13,,,57
,,f,"Athina, Greece",37.97738,23.72775,Private room in apartment,Private room,2,25,76,93,12.5,,,76
50,55,f,,37.97263,23.70853,Entire apartment,Entire home/apt,2,25,72,94,12.5,,,72
50,100,f,"Athina, Greece",37.98012,23.72218,Entire apartment,Entire home/apt,6,110,,97,18.33333333,,,6
100,71,t,"Athina, Greece",37.95953,23.73053,Entire apartment,Entire home/apt,7,80,74,100,11.42857143,,,74
100,89,f,"Αθήνα, Greece",37.96586,23.73619,Entire apartment,Entire home/apt,4,30,,100,7.5,,,4
100,0,f,"Athina, Greece",37.96381,23.7234,Entire apartment,Entire home/apt,5,35,35,99,7,,,35
100,96,f,"Athina, Greece",37.98546,23.73782,Entire apartment,Entire home/apt,5,98,,93,19.6,,,9
,,f,"Athina, Greece",38.00297,23.74416,Private room in apartment,Private room,2,14,10,100,7,,,10
100,100,t,"Athens, Attica, Greece",37.96577,23.72573,Entire apartment,Entire home/apt,3,45,127,97,15,,,127
,,f,"Athens , Athens, Greece",37.97815,23.73983,Entire apartment,Entire home/apt,3,170,27,100,56.66666667,,,27
90,100,t,"Athina, Greece",37.98144,23.73842,Entire apartment,Entire home/apt,4,25,47,100,6.25,,,47
,,f,"Athina, Greece",37.97571,23.7503,Entire serviced apartment,Entire home/apt,2,106,,,53,,,0
100,100,t,"Athina, Greece",37.99624,23.77832,Entire apartment,Entire home/apt,4,28,106,100,7,,,106
100,100,f,,37.98241,23.73724,Entire apartment,Entire home/apt,8,165,86,96,20.625,,,86
,,f,"Athina, Greece",37.98897,23.74195,Entire apartment,Entire home/apt,4,69,,,17.25,,,0
,,f,,37.97167,23.72363,Entire apartment,Entire home/apt,4,400,,100,100,,,2
100,95,f,,37.96809,23.72386,Entire house,Entire home/apt,5,60,46,97,12,,,46
100,96,t,"Athina, Greece",37.9803,23.71069,Entire apartment,Entire home/apt,4,35,,97,8.75,,,6
,,,"Athens, Greece",37.96525,23.7272,Entire apartment,Entire home/apt,3,99,,,33,,,0
,,,"Athens, Greece",37.96525,23.7272,Entire apartment,Entire home/apt,4,121,,,30.25,,,0
100,25,f,"Athina, Greece",37.96606,23.74693,Entire apartment,Entire home/apt,2,120,,,60,,,0
100,100,t,"Athina, Greece",37.9676,23.72998,Entire apartment,Entire home/apt,6,120,,100,20,,,4
100,100,t,"Athina, Greece",37.9676,23.72998,Entire apartment,Entire home/apt,6,51,,87,8.5,,,3
100,100,t,"Athina, Greece",37.9676,23.72998,Entire condominium,Entire home/apt,2,42,20,96,21,,,20
100,67,f,"Athina, Greece",37.9977,23.74187,Entire house,Entire home/apt,4,70,19,96,17.5,,,19
100,100,t,"Athina, Greece",37.9676,23.72998,Entire apartment,Entire home/apt,2,90,,96,45,,,5
100,100,t,"Athina, Greece",37.9676,23.72998,Entire apartment,Entire home/apt,2,90,,100,45,,,2
100,100,t,"Athina, Greece",37.9676,23.72998,Entire apartment,Entire home/apt,2,42,,100,21,,,1
0,100,f,"Athina, Greece",37.97376,23.72808,Entire apartment,Entire home/apt,4,111,,100,27.75,,,2
33,0,f,"Athina, Greece",37.99225,23.72674,Entire apartment,Entire home/apt,5,34,58,93,6.8,,,58
100,100,f,,37.97796,23.72491,Entire apartment,Entire home/apt,4,40,167,96,10,,,167
100,100,f,"Athina, Greece",37.98394,23.71432,Entire apartment,Entire home/apt,6,45,107,94,7.5,,,107
100,100,f,"Athina, Greece",37.96837,23.72577,Entire apartment,Entire home/apt,4,63,17,93,15.75,,,17
,,f,,37.97108,23.73042,Room in hotel,Private room,1,68,,,68,,,0
,,f,,37.97098,23.73048,Room in hotel,Private room,2,84,,,42,,,0
,,f,,37.97208,23.73169,Room in hotel,Private room,2,91,,,45.5,,,0
,,f,,37.97279,23.732,Room in hotel,Private room,2,102,,,51,,,0
,,f,,37.97124,23.73066,Room in hotel,Private room,2,146,,,73,,,0
,,f,,37.97078,23.73161,Room in hotel,Private room,4,171,,,42.75,,,0
100,100,t,"Athina, Greece",37.96825,23.70543,Entire apartment,Entire home/apt,3,38,154,98,12.66666667,,,154
99,99,t,"Athina, Greece",37.98421,23.73348,Entire apartment,Entire home/apt,12,77,188,99,6.416666667,,,188
,,f,"Athina, Greece",38.01923,23.73033,Entire apartment,Entire home/apt,3,8000,,,2666.666667,,,0
100,100,f,"Athina, Greece",38.0069,23.72408,Private room in apartment,Private room,2,13,122,92,6.5,,,122
,,f,"Athina, Greece",38.02936,23.7463,Entire apartment,Entire home/apt,4,50,,,12.5,,,0
100,98,f,"Athina, Greece",37.96644,23.73085,Private room in apartment,Private room,2,29,60,95,14.5,,,60
,,,"Athina, Greece",37.97267,23.74728,Entire apartment,Entire home/apt,2,39,101,99,19.5,,,101
100,100,f,"Athina, Greece",38.00783,23.72405,Private room in apartment,Private room,2,13,152,93,6.5,,,152
67,,f,"Athina, Greece",37.99951,23.76662,Entire apartment,Entire home/apt,3,45,,96,15,,,9
,,f,"Athina, Greece",37.96563,23.72985,Entire apartment,Entire home/apt,5,100,,100,20,,,3
100,98,f,"Athina, Greece",37.96643,23.73087,Private room in apartment,Private room,2,28,37,92,14,,,37
100,100,t,"Athina, Greece",37.95808,23.7279,Entire apartment,Entire home/apt,3,66,69,99,22,,,69
100,98,f,"Athina, Greece",37.96643,23.73087,Private room in apartment,Private room,2,29,76,93,14.5,,,76
98,98,f,,37.98653,23.7205,Entire condominium,Entire home/apt,8,228,,100,28.5,,,1
100,99,f,"Athens, Attica, Greece",37.96802,23.7314,Entire apartment,Entire home/apt,6,33,81,93,5.5,,,81
98,98,f,,37.98759,23.7208,Room in aparthotel,Private room,6,168,,100,28,,,2
100,100,f,,37.97741,23.72163,Entire apartment,Entire home/apt,4,100,,93,25,,,3
100,100,t,"Athina, Greece",37.99014,23.73568,Entire apartment,Entire home/apt,8,45,16,99,5.625,,,16
,100,f,"Athina, Greece",37.98769,23.76703,Entire apartment,Entire home/apt,2,40,,100,20,,,2
,,f,"Athina, Greece",37.96568,23.724,Entire apartment,Entire home/apt,6,69,,97,11.5,,,8
100,100,t,"Athens , Greece",37.97852,23.73826,Entire apartment,Entire home/apt,2,72,38,99,36,,,38
,,f,"Athina, Greece",37.97554,23.75197,Entire serviced apartment,Entire home/apt,3,144,,,48,,,0
100,0,t,"Athina, Greece",37.98786,23.72995,Entire apartment,Entire home/apt,9,132,56,98,14.66666667,,,56
,,f,"Athina, Greece",37.97365,23.75007,Entire serviced apartment,Entire home/apt,4,152,,,38,,,0
